index,position_timestamp,mmsi,latitude,longitude
420,01/03/2023 07:38:50,220614000,57.6863,11.8252
421,01/03/2023 07:38:53,220614000,57.6863,11.8252
422,01/03/2023 07:39:00,220614000,57.6865,11.8251
423,01/03/2023 07:39:03,220614000,57.6865,11.8251
424,01/03/2023 07:39:10,220614000,57.6867,11.825
425,01/03/2023 07:39:16,220614000,57.6868,11.8249
426,01/03/2023 07:39:27,220614000,57.687,11.8248
427,01/03/2023 07:40:16,220614000,57.6879,11.8241
428,01/03/2023 07:40:27,220614000,57.6881,11.824
429,01/03/2023 07:40:38,220614000,57.6883,11.8238
430,01/03/2023 07:40:46,220614000,57.6885,11.8237
431,01/03/2023 07:41:16,220614000,57.689,11.8233
432,01/03/2023 07:41:27,220614000,57.6891,11.8232
433,01/03/2023 07:41:46,220614000,57.6894,11.823
434,01/03/2023 07:41:57,220614000,57.6896,11.8229
435,01/03/2023 07:42:16,220614000,57.6899,11.8227
436,01/03/2023 07:42:27,220614000,57.69,11.8226
437,01/03/2023 07:42:37,220614000,57.6901,11.8225
438,01/03/2023 07:42:46,220614000,57.6902,11.8224
439,01/03/2023 07:42:48,220614000,57.6902,11.8224
440,01/03/2023 07:42:57,220614000,57.6904,11.8223
441,01/03/2023 07:43:16,220614000,57.6906,11.8222
442,01/03/2023 07:43:24,220614000,57.6906,11.8222
443,01/03/2023 07:43:27,220614000,57.6907,11.8222
444,01/03/2023 07:43:33,220614000,57.6907,11.8221
445,01/03/2023 07:43:37,220614000,57.6908,11.8221
446,01/03/2023 07:43:40,220614000,57.6908,11.8221
447,01/03/2023 07:43:46,220614000,57.6909,11.8221
448,01/03/2023 07:43:50,220614000,57.6909,11.822
449,01/03/2023 07:43:53,220614000,57.6909,11.822
450,01/03/2023 07:43:57,220614000,57.691,11.822
451,01/03/2023 07:44:00,220614000,57.691,11.822
452,01/03/2023 07:44:03,220614000,57.691,11.822
453,01/03/2023 07:44:10,220614000,57.6911,11.822
454,01/03/2023 07:44:13,220614000,57.6911,11.822
455,01/03/2023 07:44:16,220614000,57.6912,11.8219
456,01/03/2023 07:44:20,220614000,57.6912,11.8219
457,01/03/2023 07:44:27,220614000,57.6912,11.8219
458,01/03/2023 07:44:37,220614000,57.6913,11.8219
459,01/03/2023 07:44:46,220614000,57.6914,11.8219
460,01/03/2023 07:44:57,220614000,57.6914,11.8219
461,01/03/2023 07:45:06,220614000,57.6915,11.8219
462,01/03/2023 07:45:16,220614000,57.6916,11.8219
463,01/03/2023 07:45:27,220614000,57.6916,11.8219
464,01/03/2023 07:45:37,220614000,57.6917,11.8219
465,01/03/2023 07:45:57,220614000,57.6918,11.8219
466,01/03/2023 07:46:16,220614000,57.6919,11.8219
467,01/03/2023 07:46:26,220614000,57.692,11.8219
468,01/03/2023 07:46:40,220614000,57.6921,11.822
469,01/03/2023 07:46:44,220614000,57.6921,11.822
470,01/03/2023 07:46:47,220614000,57.6921,11.822
471,01/03/2023 07:46:50,220614000,57.6921,11.822
472,01/03/2023 07:46:57,220614000,57.6922,11.8219
473,01/03/2023 07:47:00,220614000,57.6922,11.8219
474,01/03/2023 07:47:03,220614000,57.6922,11.8219
475,01/03/2023 07:47:08,220614000,57.6922,11.8219
476,01/03/2023 07:47:14,220614000,57.6923,11.8219
477,01/03/2023 07:47:20,220614000,57.6923,11.8219
478,01/03/2023 07:47:26,220614000,57.6923,11.8219
479,01/03/2023 07:47:30,220614000,57.6924,11.8219
480,01/03/2023 07:47:37,220614000,57.6924,11.8219
481,01/03/2023 07:47:43,220614000,57.6924,11.8219
482,01/03/2023 07:47:47,220614000,57.6925,11.8219
483,01/03/2023 07:47:50,220614000,57.6925,11.8219
